location,zh_cn,en
site/app/pages/components/steppers/index.html,不可编辑,Non Editable Steps
site/app/pages/components/steppers/index.html,默认情况下，步骤也是可编辑的。可以通过手动设置每个不可编辑的步骤来禁用此功能。通常适用于，当用户以后无法编辑某个步骤或步骤编辑对完成表单构成干扰时：,By default steps are also editable. But you can disable this by manually setting on each step that could be non-editable. This makes sense when users cannot edit a step later or when step editing poses a distraction risk to form completion:
site/app/pages/components/steppers/index.html,步骤条,Steps
site/app/pages/components/subheader/index.html,子标题是用于描述列表或网格列表各部分的列表图块。,Subheaders are list tiles that delineate sections of a list or grid list.
site/app/pages/components/subheader/index.html,子标题可以在列表，网格甚至选择中使用，并且通常与过滤或排序标准有关。它们非常适合导航面板和网格列表。,"The subheader can be used in lists, grid and even on selects and are typically related to filtering or sorting criteria. They fit well in navigation panels and grid lists."
site/app/pages/components/subheader/index.html,子标题,Subheader
site/app/pages/components/subheader/index.html,子标题组件没有可配置的属性。,This component does not have any extra option.
site/app/pages/components/switch/examples/array-switch.html,描述,Description
site/app/pages/components/switch/examples/array-switch.html,示例,Example
site/app/pages/components/switch/examples/array-switch.html,值,Value
site/app/pages/components/switch/examples/array-switch.html,简单字符串数组,Simple array of String
site/app/pages/components/switch/examples/array-switch.html,城市开关：,City switch:
site/app/pages/components/switch/examples/array-switch.html,Object 数组,Array of Object
site/app/pages/components/switch/examples/array-switch.html,用户开关：,User switch:
site/app/pages/components/switch/examples/array-switch.js,小葛,Mr. Ge
site/app/pages/components/switch/examples/array-switch.js,小明,Mr. Ming
site/app/pages/components/switch/examples/array-switch.js,小王,Ms. Wang
site/app/pages/components/switch/examples/single-switch.html,描述,Description
site/app/pages/components/switch/examples/single-switch.html,示例,Example
site/app/pages/components/switch/examples/single-switch.html,值,Value
site/app/pages/components/switch/examples/single-switch.html,无任何属性的最简单切换按钮,Simplest switch without any attribute
site/app/pages/components/switch/examples/single-switch.html,标签,Label
site/app/pages/components/switch/examples/single-switch.html,(无),(none)
site/app/pages/components/switch/examples/single-switch.html,传递简单的布尔值,Pass simple Boolean
site/app/pages/components/switch/examples/single-switch.html,传递简单的字符串值,Pass simple String
site/app/pages/components/switch/examples/single-switch.html,自动更新,Auto update
site/app/pages/components/switch/examples/single-switch.html,传递 Object 值,Pass Object
site/app/pages/components/switch/index.html,切换按钮可以理解成多选框的另一种展示方式，其核心逻辑和多选框完全一样。因此，切换按钮也分为单一模式和数组模式，且 API 接口和多选框完全一样。,"The switch component can be understood as another way to display the checkbox. Its core logic is exactly the same as the checkbox. Therefore, the toggle button is also divided into single mode and array mode, and the API interface and checkbox are exactly the same."
site/app/pages/components/switch/index.html,切换按钮,Switch
site/app/pages/components/switch/index.html,单一模式的切换按钮，这种模式是最常见的使用模式。,"Single mode switch, this mode is the most common usage mode."
site/app/pages/components/switch/index.html,数组模式的切换按钮，这种模式很少使用。典型的使用场景就是配置由个开关组成的开关分组。,"Array mode switch, this mode is rarely used. A typical use scenario is to configure a switch group consisting of switches."
site/app/pages/components/switch/index.html,和 <code>md-checkbox</code> 完全一样，请参看 <code>md-checkbox</code> 的 API 文档。,"It is exactly the same as <code>md-checkbox</code>, please refer to the API documentation of <code>md-checkbox</code>."
site/app/pages/components/table/api.js,名称,Name
site/app/pages/components/table/api.js,描述,Description
site/app/pages/components/table/api.js,默认值,Default
site/app/pages/components/table/api.js,指定表格的数据。必须是数组，数组每个元素是一行数据。,"Specify the data for the table. Must be an array, and each element of the array is a row of data."
site/app/pages/components/table/api.js,表格是否开启可选择模式。,Specify the Table is selectable.
site/app/pages/components/table/api.js,当表格处于可选择模式时，指定表格的已选择行。,"When the table is selectable, specifies the selected rows of the table."
site/app/pages/components/table/api.js,传递给行循环使用的 <code>&lt;for&gt;</code> 组件的 key。,The 'key' attribute passed to the <code>&lt;for&gt;</code> component used by the rows loop.
site/app/pages/components/table/api.js,传递给列循环使用的 <code>&lt;for&gt;</code> 组件的 key。,The 'key' attribute passed to the <code>&lt;for&gt;</code> component used by the columns loop.
site/app/pages/components/table/api.js,参数,Parameters
site/app/pages/components/table/api.js,表格的选中行发生变化时触发。只在表格开启选择模式时有效。,Fires when the selected row of the table changes. Only valid when the table is selectable.
site/app/pages/components/table/api.js,表头的文本。可以不指定该属性，然后用 slot 来渲染自定义表头。,"Header text. You can not specify this property, and then use slot to render the custom header."
site/app/pages/components/table/api.js,数据的属性。用于从行数据中获取属性值并展示到单元格里。可以不指定该属性，然后用 slot 来渲染自定义单元格。,"The property of the row data. Used to get property value and display it. Instead of specifying this property, you can use slot to render custom cells."
site/app/pages/components/table/api.js,指定当前列是否是数值类型。数值类型的列会右对齐。,Specifies whether the current column is a numeric type. Numeric columns are right-aligned.
site/app/pages/components/table/index.html,表格组件用于显示原始数据集，通常被用在桌面（而不是移动平台）产品中。表格组件支持许多属性来更改和影响布局。,Data tables display sets of raw data. They usually appear in desktop enterprise products. There are a lot of options that you can tweak to change and impact the table layout.
site/app/pages/components/table/index.html,"虽然 Jinge Material 项目<ui-sref text=""移植自 Vue Material"" to=""about""/>，但表格组件的接口和使用的设计，参考的是 <a href=""https://element.eleme.cn/"" target=""_blank"">Element</a> 组件库。","Although the Jinge Material project is <ui-sref text=""ported from Vue Material"" to=""about""/>, the interface of the table component and the design used are based on the <a href=""https://element.eleme.cn/"" target=""_blank"">Element</a> library."
site/app/pages/components/table/index.html,基础表格,Basic Table
site/app/pages/components/table/index.html,表格由 <code>md-table</code> 和 <code>md-table-column</code> 两个组件构成。前者用于创建表格，后者用于在表格内定义每一列。,"The table consists of two components: <code>md-table</code> and <code>md-table-column</code>. The former is used to create the table, and the latter is used to define each column within the table."
site/app/pages/components/table/index.html,在卡片中的带工具栏的表格,Table with toolbar in card
site/app/pages/components/table/index.html,表格可以和其它组件搭配使用，比如添加工具栏并放置在卡片中：,"Table can be used with other components, such as adding toolbars and placing it in card:"
site/app/pages/components/table/index.html,可选模式,Selectable Table
site/app/pages/components/table/index.html,表格可开启可选择模式，该模式下可以通过 Checkbox 来选择行数据。,"Table can be selectable, in which rows can be selected through checkbox."
site/app/pages/components/table/index.html,自定义模版,Custom Template
site/app/pages/components/table/index.html,可以通过为 <code>md-table-column</code> 指定 slot 来使用自定义模版。其中，传送默认的 slot，可指定表格内容(td)模版；传递 head slot，可指定表头(th)的模版。,You can use a custom template by specifying a slot for <code>md-table-column</code>. The default slot can specify the template of the table content (td); the head slot can specify the template of the header (th).
site/app/pages/components/table/index.html,表头 slot 用于渲染每一个表头，可使用的数据包括 column 和 columnIndex。表格内容 slot 用于渲染每一行的每一个单元格，可使用的数据包括：,The header slot is used to render each header. The available data includes column and columnIndex. The table content slot is used to render each cell of each row. The available data includes:
site/app/pages/components/table/index.html,: 单元格对应的行数据。,: Row data corresponding to the cell.
site/app/pages/components/table/index.html,: 单元格对应的行的索引。,: Row Index corresponding to the cell.
site/app/pages/components/table/index.html,: 单元格对应的行是否被选中。只在表格开启可选模式下有用。,:Whether the row corresponding to the cell is selected. Only valid when the table is selectable.
site/app/pages/components/table/index.html,: 单元格对应的列。,Column corresponding to the cell.
site/app/pages/components/table/index.html,: 单元格对应的列的索引。,Column index corresponding to the cell
site/app/pages/components/table/index.html,行的自定义样式,Custom row style
site/app/pages/components/table/index.html,如果表格的某一行需要有特别的样式，可以通过 <code>rowClass</code> 属性为该行指定额外的样式类。这个属性必须指定为函数，函数接收行数据，返回样式类。,"If a particular row of a table needs to have a special style, you can specify an additional style class for that row via the <code>rowClass</code> attribute. This attribute must be specified as a function, which receives the row data and returns a style class."
site/app/pages/components/table/index.html,分页,Pagination
site/app/pages/components/table/index.html,表格的分页需要使用分页组件来配合实现：,The pagination of a table needs to be implemented with <code>md-pagination</code>:
site/app/pages/components/table/index.html,TODO: 实现包括固定表头，排序等更多丰富的功能。,"Implement more functions includes fixed-header, sorting and more."
site/app/pages/components/table/index.html,表格,Table
site/app/pages/components/tabs/api.js,名称,Name
site/app/pages/components/tabs/api.js,描述,Description
site/app/pages/components/tabs/api.js,默认值,Default
site/app/pages/components/tabs/api.js,设置当前激活状态的标签页。可以指定为数字索引，也可以指定为 <code>md-tab</code> 组件的 id 属性值。,"Set the current selected tab. Works by providing the index of tab, or the id of the desired <code>md-tab</code>."
site/app/pages/components/tabs/api.js,设置标签页的对齐方式。请参见下面每种布局的详细说明。,Sets the tab navigation alignment. See below the detailed description of each layout.
site/app/pages/components/tabs/api.js,使用左对齐,Align the tabs navigation buttons to left
site/app/pages/components/tabs/api.js,使用居中对齐,Align the tabs navigation buttons on center
site/app/pages/components/tabs/api.js,使用右对齐,Align the tabs navigation buttons on right
site/app/pages/components/tabs/api.js,标签页撑满屏幕可用空间,Make the navigation buttons to fill all the available space.
site/app/pages/components/tabs/api.js,指定工具栏高度使用动态过渡。请谨慎使用使用此选项，以免降低页面性能。,Apply a dynamic transition to the table height. Be careful with this option to not hurt the performance of your page.
site/app/pages/components/tabs/api.js,为标签页指定阴影(Elevation)，默认无阴影。,Add an elevation to tab navigation element.
site/app/pages/components/tabs/api.js,参数,Parameters
site/app/pages/components/tabs/api.js,当激活的标签页变化时触发。,Triggered when the active tab changes
site/app/pages/components/tabs/api.js,唯一标识，可用于配合 active 属性指定激活的标签页。,The tab id. Used when changing the active tab dynamically
site/app/pages/components/tabs/api.js,为标签页添加 html 超链接。,The tab href link. Useful when you want to change the current URL based on the tab.
site/app/pages/components/tabs/api.js,标签页的文本,The tab label
site/app/pages/components/tabs/api.js,禁用某个标签页,Disable/enable a tab
site/app/pages/components/tabs/api.js,为标签页添加 jinge-ui-router 的路由功能，指定目标路由状态。,Set ui-sref target state.
site/app/pages/components/tabs/api.js,附加给标签页的额外数据。可用于传递给标签页内容的渲染 Slot。,"The data to be passed to the respective tab button, when using custom template."
site/app/pages/components/tabs/index.html,标签页也叫选项卡。使用标签页可以轻松浏览，在不同视图之间切换以及启用高级别的内容组织，例如不同的数据集或应用程序的功能方面。,"Tabs make it easy to explore, switch between different views and enable content organization at a high level, such as different data sets or functional aspects of an app."
site/app/pages/components/tabs/index.html,导航标签页,Navigational tabs
site/app/pages/components/tabs/index.html,可以使用标签页作为应用程序的主导航。标签页默认情况下可以和 jinge-ui-router 无缝集成，可以像按钮或 ui-sref 组件一样使用 <code>to</code>、<code>params</code> 等属性。,"Sometimes you may need a tab to be the main navigational element of your application and you can do this.By default, tabs can be seamlessly integrated with jinge-ui-router. You can use attributes like <code>to</code>, <code>params</code> like buttons or ui-sref components."
site/app/pages/components/tabs/index.html,标签页内容,Tab with inner content
site/app/pages/components/tabs/index.html,在前面的示例中，选项卡的工作原理与导航按钮相同，但没有内容。可以指定自定义内容。可以将任意内容传递到选项卡。可以与路由器同步：,"In the previous example, the tabs worked just like navigation buttons, without content. With that you would need to render the content by yourself. Although this is not a hard thing, because you can use Vue Router, you can pass arbitrary content to your tabs. And it can also work syncing with router:"
site/app/pages/components/tabs/index.html,对齐方式,Alignments
site/app/pages/components/tabs/index.html,选项卡具有四种类型的导航按钮对齐方式：左，中，右和固定。 您可以将它们与任何选项卡一起使用：,"Tabs have four types of alignments for the navigation buttons: Left, Center, Right and Fixed. You can use them with any tabs:"
site/app/pages/components/tabs/index.html,图标,Icons
site/app/pages/components/tabs/index.html,可以在标签页中使用图标，以使得用户更容易理解标签的内容：,"Tabs accept icons, to make it easier for your user to assimilate the contents of a tab:"
site/app/pages/components/tabs/index.html,自定义模版,Custom Template
site/app/pages/components/tabs/index.html,通过 slot 可以指定标签页里面的内容的自定义模板。下面是一个提示未读信息的简单示例：,"You can use a custom template for the navigation buttons. This will be applied to all navigation buttons and allows you to make updates on your tab, like this great example of unread/new content: Simple, uh?"
site/app/pages/components/tabs/index.html,标签页,Tabs
site/app/pages/components/toolbar/api.js,名称,Name
site/app/pages/components/toolbar/api.js,描述,Description
site/app/pages/components/toolbar/api.js,默认值,Default
site/app/pages/components/toolbar/api.js,设置工具栏的阴影（Elevation）,Sets the toolbar shadow elevation
site/app/pages/components/toolbar/api.js,使用透明工具栏,Makes the Toolbar background transparent
site/app/pages/components/toolbar/api.js,使用紧凑型布局,Creates a small sized toolbar
site/app/pages/components/toolbar/api.js,使用中等大小的工具栏,Creates a medium sized toolbar
site/app/pages/components/toolbar/api.js,使用大型工具栏,Creates a large sized toolbar
site/app/pages/components/toolbar/api.js,创建工具栏行，通常在大型工具栏上使用,"Creates a toolbar row, commonly used on large toolbars"
site/app/pages/components/toolbar/api.js,向任何工具栏行添加左偏移量，仅适用于 md-toolbar-row。,Adds an left offset to any toolbar row. Only works in md-toolbar-row
site/app/pages/components/toolbar/api.js,在工具栏或工具栏行的左侧创建一个区域，该区域通常用于放置应用程序菜单按钮和标题。,Creates a section on the left of a toolbar or toolbar row. Commonly used to hold the application menu button and the title
site/app/pages/components/toolbar/api.js,在工具栏或工具栏行的右侧创建一个区域，该区域通常用于放置工具栏的主要动作，例如更多操作的按钮。,"Creates a section on the right of a toolbar or toolbar row. Commonly used to hold the main action of a toolbar, such as overflow buttons"
site/app/pages/components/toolbar/api.js,创建工具栏的标题。,Will create the toolbar title. Works inside or outside a toolbar row
site/app/pages/components/toolbar/index.html,工具栏操作显示在受其操作影响的视图前面。工具栏会显示在受其影响的内容前面一个层阶。工具栏可以控制宽度来容纳其中的内容。,Toolbar actions appear above the view affected by their actions. They may constrain their width to accommodate material passing over them.
site/app/pages/components/toolbar/index.html,常规工具栏,Regular Toolbars
site/app/pages/components/toolbar/index.html,工具栏会根据屏幕宽度调整高度尺寸，以最适合小型设备上的可见区域。 尝试调整您的浏览器大小以查看区别：,Toolbars adjusts its height dimensions based on the screen width to best fit the visible area on small devices. Try to resize your browser to see the difference:
site/app/pages/components/toolbar/index.html,不同大小的工具栏,Different Sizes
site/app/pages/components/toolbar/index.html,内容和响应,Content and Actions
site/app/pages/components/toolbar/index.html,由于工具栏主要用于执行影响整个应用程序的操作，因此您可以在其中创建行或节。,"s the Toolbars are mostly used to hold actions that affects the entire application, you can create rows or sections inside of it."
site/app/pages/components/toolbar/index.html,尽管这些行适用于每个工具栏，但它们的创建是为了分隔大型工具栏的内容。该元素由 <code>md-toolbar-row</code> 类表示。行还可以具有 <code>md-toolbar-offset</code> 在其左侧添加一些空格。这通常在大型工具栏的第二行中使用。,"Although those rows works on every toolbar, they were created to separate contents for large toolbars. This element is represented by the <code>md-toolbar-row</code> class. A row can also have a <code>md-toolbar-offset</code> to add a little space on the left of it. This is commonly used inside the second row of an large toolbar."
site/app/pages/components/toolbar/index.html,这些部分用于水平拆分工具栏的内容（或内部的行）。可以使用两种类型的部分来应用它们：<code>md-toolbar-section-start</code> 将左对齐，而 <code>md-toolbar-section-end</code> 右对齐。,The sections are used to split the content of the toolbar horizontally (or the row inside). You can apply them using two types of section: <code>md-toolbar-section-start</code> will be left-aligned and <code>md-toolbar-section-end</code> right-aligned.
site/app/pages/components/toolbar/index.html,以下的类用于构造工具栏中的各种元素。,The following classes creates parts of a toolbar:
site/app/pages/components/toolbar/index.html,工具栏,Toolbar
site/app/pages/components/tooltip/api.js,名称,Name
site/app/pages/components/tooltip/api.js,描述,Description
site/app/pages/components/tooltip/api.js,默认值,Default
site/app/pages/components/tooltip/api.js,工具提示的内容,Content of tooltip
site/app/pages/components/tooltip/api.js,参看 Popover 组件,See md-popover component.
site/app/pages/components/tooltip/examples/simple.html,简单的 Tooltip：,Simple Tooltip:
site/app/pages/components/tooltip/examples/simple.html,你好，世界！,"Hello, World!"
site/app/pages/components/tooltip/examples/simple.html,改变 placement 和 delay：,Different placement and delay:
site/app/pages/components/tooltip/examples/simple.html,通过父组件里的参数控制显示和隐藏：,Used to trigger the visibility of a tooltip.
site/app/pages/components/tooltip/examples/simple.html,展示自定义的内容：,Show custom html content:
site/app/pages/components/tooltip/examples/simple.html,编辑,Edit
site/app/pages/components/tooltip/examples/simple.html,"你好，红色的<span style=""color: red;"">世界</span>！","Hello, red <span style=""color: red;"">World</span>!"
site/app/pages/components/tooltip/index.html,工具提示用于在鼠标悬停时会展示提示信息，提示信息可能包含有关其功能的简短说明，也可以是更丰富的 HTML 信息。,"Tooltips identify an element when they are activated. They may contain brief helper text about its function. For example, they may contain text information about actionable icons."
site/app/pages/components/tooltip/index.html,工具提示,Tooltip
site/app/pages/components/tooltip/index.html,Popover 组件的所有 API 也可用于 Tooltip 组件。但部分属性的默认值不同。,All apis of the Popover component are also available for the Tooltip component. But some properties have different default values.
site/app/pages/getting-started.html,Jinge Material 是构建在 jinge 框架上的 Material Design 组件库，此处假设你已经知道如何搭建基本的 jinge 框架的项目，比如如何在 webpack 中配置和使用 jinge-loader。,"Jinge Material is a Material Design component library built on the jinge framework. It is assumed here that you already know how to build a basic jinge framework project, such as how to configure and use jinge-loader in webpack."
site/app/pages/getting-started.html,jinge 框架还处于实验性的阶段，也还几乎没有文档。此处的 Jinge Material 组件库的文档也不保证有效。因此，体验 jinge 框架和 Jinge Material 组件库的最佳方式是直接克隆 Jinge Material 的源码仓库。这个仓库包含了所有组件的源码，以及一个涵盖所有组件的使用示例的完整应用（也就是你现在看到的这个网站）。,"The jinge framework is still experimental, and there is almost no documentation. The documentation for the Jinge Material component library here is also not guaranteed to be valid. Therefore, the best way to experience the jinge framework and Jinge Material component library is to clone Jinge Material's source code repository directly. This repository contains the source code for all components, as well as a complete application that covers all component usage examples (that is, the website you see now)."
site/app/pages/getting-started.html,安装,Install
site/app/pages/getting-started.html,要使用 Jinge Material 组件库，需要先通过 npm 或 yarn 的方式安装：,"To use the Jinge Material component library, you need to install it through npm or yarn first:"
site/app/pages/getting-started.html,使用,Usage
site/app/pages/getting-started.html,我们推荐使用编译后的发布版本，样式文件位于 jinge-material/dist 目录下，组件文件位于 jinge-material/lib 目录下。同时，我们推荐按需引入组件，这样可以获得最快地构建速度和开发体验。,"We recommend using the compiled release version. The style files are located in the jinge-material/dist directory and the component files are located in the jinge-material/lib directory. At the same time, we recommend introducing components as needed to get the fastest build speed and development experience."
site/app/pages/getting-started.html,在项目的入口 js 文件中引入样式和语言包：,Introduce styles and language packs in the project's entry js file:
site/app/pages/getting-started.html,在模板 html 文件中按需使用组件：,Use components as needed in the template html file:
site/app/pages/getting-started.html,"Jinge Material 组件库支持多种样式主题和多种语言，但没有默认的样式或语言。因此，只使用一种样式或语言也需要先主动注册资源。如果项目需要支持多种主题和语言，参看<ui-sref to=""i18n"">国际化</ui-sref>和<ui-sref to=""theme"">主题</ui-sref>章节。","Jinge Material component library supports multiple style themes and multiple languages, but there is no default style or language. Therefore, using only one style or language also requires proactive registration of resources. If your project needs to support multiple themes and languages, see the <ui-sref to=""i18n"">I18N</ui-sref> and <ui-sref to=""theme"">Theme</ui-sref> sections."
site/app/pages/getting-started.html,浏览器引入,Import in Browser
site/app/pages/getting-started.html,对于微服务架构的大型前端项目，可能多个动态加载的服务/模块都会使用 jinge 框架和Jinge Material 组件库，这种情况下需要在项目入口 index.html 中通过 script的方式引入样式、语言资源和组件库：,"For a large front-end project with a microservice architecture, it is possible that multiple dynamically loaded services / modules will use the jinge framework and the Jinge Material component library. In this case, you need to introduce styles, language resources and Component library:"
site/app/pages/getting-started.html,然后在模板 html 文中可以简单地引用组件：,Then you can simply reference the component in the template html text:
site/app/pages/getting-started.html,上述代码需要配置打包工具的外部依赖（比如 webpack 的 externals），让 jinge-material 实际指向 window.JingeMaterial 对象。,The above code needs to configure the external dependencies of the packaging tool (such as webpack externals) so that jinge-material actually points to the window.JingeMaterial object.
site/app/pages/getting-started.html,使用组件别名,Using component aliases
site/app/pages/getting-started.html,jinge 框架支持注册自定义组件别名，这样在模板 html 文件中可以不需要引入组件而直接使用。Jinge Material 组件库提供了默认的别名，只需要在 webpack.config.js 文件中注册即可：,"The jinge framework supports registering custom component aliases, so that you can use them directly in the template html file without importing components. The Jinge Material component library provides default aliases, just register in the webpack.config.js file:"
site/app/pages/getting-started.html,注册别名后，在模板 html 文件中，可以直接使用 <code>md-[component]</code> 这样格式的别名：,"After registering the alias, in the template html file, you can use the alias of the form <code>md-[component]</ code> directly:"
site/app/pages/getting-started.html,按需加载样式,Load styles on demand
site/app/pages/getting-started.html,上述的使用方式，都会完整引入全部的样式文件。你可以通过直接使用 Jinge Material 源码的形式，来按需加载样式和组件。你可以克隆这个脚手架项目，里面有完整的 webpack 的配置文件示例，此处不再赘述。,"The above usage methods will completely load all the style files. You can load styles and components on demand by using Jinge Material source code directly. You can clone this scaffolding project, which contains a complete example of a webpack configuration file, which will not be repeated here."
site/app/pages/getting-started.html,快速上手,Getting Started
site/app/pages/home/index.html,构建在 Jinge 框架上的 Material Design 组件库,Material Desgin components built on jinge framework
site/app/pages/home/index.html,快速上手,Getting Started
site/app/pages/home/index.html,浏览组件,Components
site/app/pages/home/index.html,精准实现 Google Material Design 设计规范。,Built exactly according to the Google Material Design specs.
site/app/pages/home/index.html,适配所有主流的现代浏览器，支持移动设备的响应式。,Fit on every screen with support for all modern Web and Mobile Browsers.
site/app/pages/home/index.html,支持多皮肤主题，国际化多语言等丰富全面的功能。,"Support multi-themes, i18n and more features."
site/app/pages/home/index.js,Jinge Material - 构建在 Jinge 框架上的 Material Design 组件库,Jinge Material - Material Desgin components built on jinge framework
site/app/pages/license.js,许可证,License
site/app/pages/ui-elements/elevation/apis.js,名称,Name
site/app/pages/ui-elements/elevation/apis.js,描述,Description
site/app/pages/ui-elements/elevation/apis.js,为元素添加阴影（Elevation），深度可以是 1、2、3、4、6、8、12、16 或 24，例如：md-elevation-4。,"Add elevation to element, depth can be one of [1, 2, 3, 4, 6, 8, 12, 16, 24], ex. md-elevation-4"
site/app/pages/ui-elements/elevation/index.html,"阴影（Elevation）用于指示元素距离表面（Surface）的距离。Material Design 设计规范中定义了 9 种程度的阴影深度，依次是 1, 2, 3, 4, 6, 8, 12, 16, 24。Jinge Material 提供了对应的 9 种 class 可供使用：","Elevation is used to indicate how far an element is from the surface. There are 9 levels of shadow depth defined in the Material Design design specifications, in order 1, 2, 3, 4, 6, 8, 12, 16, 24. Jinge Material provides corresponding 9 types of classes to use:"
site/app/pages/ui-elements/elevation/index.html,阴影,Elevation
site/app/pages/ui-elements/layout/apis.js,名称,Name
site/app/pages/ui-elements/layout/apis.js,描述,Description
site/app/pages/ui-elements/layout/apis.js,宽度,Width
site/app/pages/ui-elements/layout/apis.js,适用于最大 599px 宽的屏幕，比如大、中、小型人像手机以及纵向的小型平板电脑。,"Applicable to screens that are maximum 599px wide. For small, medium and large handsets in portrait. Also applies to small tablets in portrait."
site/app/pages/ui-elements/layout/apis.js,适用于宽度介于 600 像素到 959 像素之间的屏幕，比如中型和大型手机、纵向模式的小型和大型平板电脑以及某些台式机显示器。,Applicable to screens that are between 600px and 959px wide. For medium and large handsets in landscape. For small and large tablets in portrait mode and for some desktop monitors.
site/app/pages/ui-elements/layout/apis.js,适用于 960 像素至 1279 像素之间的屏幕，比如横向和台式显示器中的小型和大型平板电脑。,Applicable to screens that are between 960px and 1279px wide. For small and large tablets in landscape and desktop monitors.
site/app/pages/ui-elements/layout/apis.js,适用于 1280 像素至 1919 像素之间的屏幕，比如大型台式机显示器。,Applicable to screens that are between 1280px and 1919px wide. For large desktop monitors.
site/app/pages/ui-elements/layout/apis.js,适用于宽于 1920 像素的屏幕，比如大型台式机显示器或并排屏幕。,Applicable to screens wider than 1920px. For huge desktop monitors or side-by-side screens.
site/app/pages/ui-elements/layout/apis.js,屏幕大小,Screen Size
site/app/pages/ui-elements/layout/apis.js,间隙,Gutter Value
site/app/pages/ui-elements/layout/apis.js,布局项目之间使用自动计算的间隙。,Enable the automatic gutter space between layout items.
site/app/pages/ui-elements/layout/apis.js,默认情况下，布局项目将始终包装在父布局下。 如果要禁用此行为，请使用此类，但是响应性将不起作用。,"By default the layout items will always be wrapped under the parent layout. Use this class if you want to disable this behaviour, but the responsiveness will not work."
site/app/pages/ui-elements/layout/apis.js,设置所有子项的对齐方式，仅当 [x] 和 [y] 同时存在时，对齐方式才有效，例如 <code>md-alignment-top-center</code>。 可能的值包括：,Sets the alignment of all children based on a value per coordinate. The alignment only works if both x and y are present e.g. <code>md-alignment-top-center</code>. The possible values are:
site/app/pages/ui-elements/layout/apis.js,设置元素的布局大小，按百分比计算，[amount] 可以是 33、66 或 5 的倍数，例如 <code>md-size-25</code>。,"Sets a size to a particular item. The value can be multiples of 5, e.g. <code>md-size-25</code>. Also accepts 33, 66 and 100 for easy prototyping."
site/app/pages/ui-elements/layout/apis.js,设置元素在特定断点下的布局大小，可能的值包括：,"Sets a size to a particular item for a particular breakpoint. The breakpoints follow the <a href=""https://material.io/guidelines/layout/responsive-ui.html#responsive-ui-breakpoints"" target=""_blank"">Material Design guidelines</a> for layout. The possible values are:"
site/app/pages/ui-elements/layout/apis.js,设置元素在特定断点下隐藏，可能的值包括：,"Hides a particular element for a particular breakpoint. The breakpoints follow the <a href=""https://material.io/guidelines/layout/responsive-ui.html#responsive-ui-breakpoints"" target=""_blank"">Material Design guidelines</a> for layout. The possible values are:"
site/app/pages/ui-elements/layout/index.html,Material Design 中的响应式布局可适应任何可能的屏幕尺寸，该布局方案包括一个灵活的网格系统，以确保各个布局之间的一致性。,"Responsive layouts in material design adapt to any possible screen size. This UI guidance includes a flexible grid that ensures consistency across layouts, breakpoints that detail about how the contents reflow on different screens and a description of how an app can scale from small to extra-large screens."
site/app/pages/ui-elements/layout/index.html,断点,Breakpoints
site/app/pages/ui-elements/layout/index.html,使用断点来控制响应式布局：,Use breakpoints for responsiveness:
site/app/pages/ui-elements/layout/index.html,列布局,Column Layout
site/app/pages/ui-elements/layout/index.html,列布局系统通过 css 的 flexbox 实现，从而提供了灵活而便捷的 API。,The layout system is essentially based on columns and makes use of the flexbox to be flexible enough and thereby gives you the best experience with a great and easy API.
site/app/pages/ui-elements/layout/index.html,使用布局系统，需要先创建一个 <code>md-layout</code> 的父元素，然后在其下创建任意数量的 <code>md-layout-item</code> 列表：,"What you have to do to get started with layouts is to create a <code>md-layout</code> parent element, that will hold a list of <code>md-layout-item</code>. You can set up as many columns as you want using <code>md-layout-item</code>:"
site/app/pages/ui-elements/layout/index.html,默认情况下，布局项之间没有间隙。可以设置为基于屏幕宽度和断点自动计算元素之间的间距：,"By default layout items do not have space between each other. Regular layouts would rather prefer to have spaces between the layout items, like a list of card, for example. You can set Vue Material to calculate automatically the space between elements and these spaces are based on the screen width, using the breakpoints:"
site/app/pages/ui-elements/layout/index.html,试试调整浏览器的大小并观察布局变化：,Look at this piece of code and resize your browser to see the changes:
site/app/pages/ui-elements/layout/index.html,布局列也可用于嵌套布局：,Layout columns also work with nested layouts:
site/app/pages/ui-elements/layout/index.html,可以指定 <code>md-layout</code> 使用不同的对齐方式，并可以对 <code>md-alignment-[horizontal]-[vertical]</code> 类进行水平和垂直对齐的各种组合，例如，<code>md-alignment-top-center</code>。对齐在父元素上起作用，它将更改所有子项的位置：,"You can use layouts for almost anything in your app, even for small parts. To help you with that you can have different alignments for <code>md-layout</code> with various combinations of horizontal and vertical alignments to the <code>md-alignment-[horizontal]-[vertical]</code> class, e.g. <code>md-alignment-top-center</code>. The alignment works on the parent element and it will change the position of all the child items:"
site/app/pages/ui-elements/layout/index.html,使用 <code>md-size-[amount]</code> 可以指定元素在布局中的大小，例如 <code>md-size-30</code>。其中，[amount] 的值可以是 33、66 或 5 的倍数。,"In the previous examples the layout system did the calculation of the size of the child items based on the no. of items. But if you want to set size for each item, you can simply set the class, <code>md-size-[amount]</code>, to the item that you want, e.g. <code>md-size-30</code>. The size are always in % and the values can be multiple of 5 and also accepts the values 33 and 66."
